"ID","cntry","cntry_code","year","gdppc","gdppc_lag2","gdppc_lag1","pop","unemp","lifeexp","popden","rural","tourarriv","export","import","grossexp","inflation","fertility","industry","biz","evecount","gdppcgr","gdppcgr_lag2","gdppcgr_lag1","TreatBRA","TreatGBR","TreatCAN","TreatZAF","expimp"
1,"Australia","AUS",1993,31465.52407,NA,NA,17667000,10.8739996,77.87804878,2.299702,14.843,3726000,17.57279145,17.89372787,100.8119263,0.893858286,1.859,26.90340332,1.705193553,0,3.016613158,NA,NA,0,0,0,0,0.982064306424484
2,"Austria","AUT",1993,38871.37224,NA,NA,7905633,4.25,76.06829268,95.73302,37.856,17173000,31.46389801,31.80115248,100.5702818,2.757084633,1.5,28.30376845,0.590980049,0,-0.298754101,NA,NA,0,0,0,0,0.989394897866922
3,"Belgium","BEL",1993,35964.60572,NA,NA,10084475,8.076999664,76.34536585,338.5485,3.378,5560000,56.10774129,52.90499597,96.88741534,3.993231805,1.61,26.04581,4.783692642,0,-1.347999491,NA,NA,0,0,0,0,1.0605376725067
4,"Canada","CAN",1993,31330.78312,NA,NA,28684764,11.37699986,77.82439024,3.154422,22.848,16932000,29.23766599,29.20315119,100.337493,1.297392803,1.7,28.01151,0.723955646,0,1.538860993,NA,NA,0,0,0,0,1.00118188615247
5,"Chile","CHL",1993,11605.23752,NA,NA,13944937,4.489999771,74.386,18.75499,16.104,1540000,25.88068051,27.72838389,104.0869427,12.16441967,2.484,34.99573878,2.098066372,0,4.868083773,NA,NA,0,0,0,0,0.933364187854224
6,"Colombia","COL",1993,8850.754529,NA,NA,35091275,7.800000191,70.433,31.62801,29.126,1399000,15.18449529,20.99297616,105.8084809,24.84157828,2.968,30.16888033,1.443410263,0,3.377165555,NA,NA,0,0,0,0,0.723313129794932
7,"Czech Republic","CZE",1993,20827.41694,NA,NA,10329855,4.320000172,72.76780488,133.6852,25.099,3381000,40.12560939,39.00896357,97.68023875,21.00880292,1.67,34.83701926,1.610953817,0,-0.042053102,NA,NA,0,0,0,0,1.02862536498813
8,"Denmark","DNK",1993,40075.21332,NA,NA,5188628,10.71899986,75.11682927,122.2868,15.075,2125000,36.56621297,29.03871562,92.47250255,0.579917782,1.75,21.62767476,1.196102293,0,-0.321959909,NA,NA,0,0,0,0,1.25922280614972
9,"Estonia","EST",1993,11933.39568,NA,NA,1494128,6.544000149,67.9097561,35.24718,29.326,530000,64.22457701,68.10327196,104.4833618,39.66902,1.49,27.41277,4.201953542,0,0.483692794,NA,NA,0,0,0,0,0.943046863412405
10,"Finland","FIN",1993,29344.4729,NA,NA,5066447,16.20100021,75.70512195,16.63366,19.591,1779000,31.38096794,26.78396416,95.75652214,1.793543841,1.81,26.95897699,0.967925394,0,-1.14085831,NA,NA,0,0,0,0,1.17163268859452
11,"France","FRA",1993,34046.35067,NA,NA,59106768,11.3210001,77.3,107.9446,25.428,60033000,20.79257941,19.11254431,98.31996491,1.623502973,1.73,23.06195764,1.568929474,0,-1.058303189,NA,NA,0,0,0,0,1.08790222132388
12,"Germany","DEU",1993,38044.38227,NA,NA,81156363,7.675000191,75.87073171,232.4598,26.503,14847000,20.31344059,20.26329467,99.94985407,3.886276299,1.28,30.60649156,0.023164615,0,-1.628158057,NA,NA,0,0,0,0,1.00247471701007
13,"Greece","GRC",1993,24358.00002,NA,NA,10460415,8.612999916,77.3902439,81.1514,28.122,10130000,14.04776736,22.97813124,109.3334619,14.42874713,1.32,19.61468,0.89790318,0,-2.177150448,NA,NA,0,0,0,0,0.611353778654804
14,"Hungary","HUN",1993,15969.08492,NA,NA,10357523,12.09799957,69.10121951,115.2629,34.539,NA,23.19175505,30.36925835,108.0174674,21.2784551,1.68,25.80554,5.855999936,0,-0.462665221,NA,NA,0,0,0,0,0.763658920567614
15,"Iceland","ISL",1993,32959.50071,NA,NA,263725,5.256999969,78.93463415,2.630673,8.713,190000,32.2387445,29.22703661,97.06956106,1.831847509,2.22,21.99842,-1.88661e-05,0,0.288501949,NA,NA,0,0,0,0,1.10304527038398
16,"Ireland","IRL",1993,28139.42152,NA,NA,3576261,15.58699989,75.33612195,51.91263,42.488,4818000,63.29119154,53.17203841,90.01318091,5.175752648,1.9,28.86983,2.053896396,0,2.180590667,NA,NA,0,0,0,0,1.19030967088328
17,"Israel","ISR",1993,26216.62191,NA,NA,5261000,12.74100018,77.15365854,243.1146,9.334,2215000,27.73816847,35.63582721,107.9388505,11.09024753,2.8,24.681,0.796068731,0,1.385695306,NA,NA,0,0,0,0,0.77837868913609
18,"Italy","ITA",1993,37234.41049,NA,NA,56831821,10.23999977,77.72195122,193.2332,33.198,31052000,20.39909603,17.36013314,96.99365909,3.885951818,1.25,26.37847862,0.35108519,0,-0.913401708,NA,NA,0,0,0,0,1.17505412346164
19,"Japan","JPN",1993,33007.8945,NA,NA,124536000,2.5,79.29365854,341.5688,22.254,3345000,9.077855241,6.936023469,97.85814804,0.568373362,1.458,34.70301,0.004724487,0,-0.763158161,NA,NA,0,0,0,0,1.30879823022121
20,"Korea, Rep.","KOR",1993,15160.99265,NA,NA,44194628,2.878000021,72.99756098,458.1653,23.355,3753000,23.67247042,23.24620782,99.0708338,6.197872139,1.654,36.21407742,0.211961256,0,5.797285517,NA,NA,0,0,0,0,1.01833686609449
21,"Latvia","LVA",1993,9529.183485,NA,NA,2563290,16.70000076,66.72268293,41.2131,31.201,539000,34.67399,39.43132,104.7573,14.2969,1.51,26.84751,4.229067021,0,3.707638735,NA,NA,0,0,0,0,0.879351490135253
22,"Lithuania","LTU",1993,10671.47194,NA,NA,3682613,13.80000019,68.9104878,58.7526,32.596,650000,37.14462,47.77228,110.6277,18.98183,1.74,28.15442,0.921858814,0,5.952506849,NA,NA,0,0,0,0,0.777535005656
23,"Luxembourg","LUX",1993,75247.12554,NA,NA,397475,2.329999924,75.71219512,179.5473,18.143,768000,96.96896753,79.69898238,82.56653137,5.972769513,1.7,19.15703,NA,0,2.811218679,NA,NA,0,0,0,0,1.21669015882358
24,"Mexico","MEX",1993,15598.41376,NA,NA,88625440,3.213999987,71.953,45.59039,27.402,20241000,12.28129765,15.54661354,101.5212759,36.16304601,3.182,32.48256489,0.876509663,0,0.157925459,NA,NA,0,0,0,0,0.789966098945044
25,"Netherlands","NLD",1993,37790.28165,NA,NA,15290368,6.284999847,76.91658537,452.9137,28.9,6574000,52.61208244,46.32904072,93.59871227,1.597508789,1.57,24.55242716,1.804638947,0,0.554249669,NA,NA,0,0,0,0,1.13561778146828
26,"New Zealand","NZL",1993,27061.28442,NA,NA,3572200,9.803999901,76.43414634,13.56652,14.746,1475000,30.60242388,26.95122672,96.21282885,1.479583047,2.05,25.96511972,4.728580077,0,5.185065006,NA,NA,0,0,0,0,1.13547424753362
27,"Norway","NOR",1993,44723.55426,NA,NA,4311991,5.965000153,77.15170732,11.80578,26.939,2880000,37.15817162,30.89081132,93.7326397,2.29265986,1.86,27.59586159,0.822301973,0,2.234977116,NA,NA,0,0,0,0,1.20288752649051
28,"Poland","POL",1993,11086.27008,NA,NA,38461408,13.99800014,71.59512195,125.5719,38.596,19215000,22.96052,20.71788,97.75736,30.64279638,1.87,33.56446,1.785609331,0,3.474682773,NA,NA,0,0,0,0,1.1082465966595
29,"Portugal","PRT",1993,24421.7434,NA,NA,9964675,5.300000191,74.51219512,108.9036,50.211,4572000,23.60014763,30.5750849,107.1443455,7.376430013,1.52,24.81455,1.61444538,0,-2.163021124,NA,NA,0,0,0,0,0.77187512993627
30,"Slovak Republic","SVK",1993,12190.5187,NA,NA,5325305,12.19999981,72.44878049,110.7132,43.341,903000,52.45409975,59.74160435,107.9482147,15.57790923,1.87,27.74001,1.203547932,0,1.513091132,NA,NA,0,0,0,0,0.878016255517584
31,"Slovenia","SVN",1993,19657.63651,NA,NA,1991746,8.510000229,73.25365854,98.89503,49.431,732000,52.45803488,52.18515321,98.89025576,37.07912029,1.33,29.60813,0.849239579,0,3.088786517,NA,NA,0,0,0,0,1.00522910546802
32,"Spain","ESP",1993,27914.58764,NA,NA,39361262,22.1609993,77.54658537,78.81079,24.308,32971000,17.70888766,19.24100647,101.7107931,4.537241259,1.26,28.33443,2.058401577,0,-1.543358291,NA,NA,0,0,0,0,0.920372210653906
33,"Sweden","SWE",1993,32332.79044,NA,NA,8718561,9.329999924,78.0604878,21.24716,16.484,2310000,30.41023806,27.72468916,97.56631973,2.212271117,1.99,24.11304729,1.739780847,0,-2.632808468,NA,NA,0,0,0,0,1.09686488762783
34,"Switzerland","CHE",1993,53240.71763,NA,NA,6938265,3.717000008,78.08536585,175.5234,26.238,6946000,41.42871741,37.04925496,95.62053752,2.32202403,1.51,29.06480338,0.64570401,0,-1.031422521,NA,NA,0,0,0,0,1.11820649172914
35,"Turkey","TUR",1993,13790.42475,NA,NA,56653804,8.961999893,65.815,73.61174,38.945,7083000,13.67380285,19.34328493,108.6028624,68.37942836,2.868,29.82298359,0.376311812,0,5.931894457,NA,NA,0,0,0,0,0.706901795609336
36,"United Kingdom","GBR",1993,30634.59065,NA,NA,57718614,10.34799957,76.38536585,238.5757,21.768,21719000,24.55759966,24.92473055,107.0413526,2.696454659,1.76,26.17706681,1.854764189,0,2.244410563,NA,NA,0,0,0,0,0.985270416895239
37,"United States","USA",1993,41330.04858,NA,NA,259919000,6.900000095,75.4195122,28.37866,23.512,43318000,9.547180392,10.49743831,100.9502579,2.369280274,2.0195,23.1321,0.732369584,0,1.406757912,NA,NA,0,0,0,0,0.909477161004626
38,"Brazil","BRA",1993,10566.22884,NA,NA,156849078,6.03000021,67.539,18.76603,23.819,1991000,10.50327024,9.096046055,98.59277369,2001.347726,2.693,36.12568025,0.295112882,0,2.93706716,NA,NA,0,0,0,0,1.15470724054068
39,"China","CHN",1993,1933.117885,NA,NA,1178440000,2.687000036,69.496,125.5229,70.897,20034000,16.70229455,19.35378332,102.5406324,15.20220481,1.838,46.17664236,6.186882076,0,12.566028,NA,NA,0,0,0,0,0.862998943092435
40,"India","IND",1993,1901.861751,NA,NA,927403860,5.611999989,59.349,311.9222,73.809,2124000,9.834217455,9.817322332,100.853443,9.861782853,3.799,26.78155428,0.197056163,0,2.706727733,NA,NA,0,0,0,0,1.00172095021724
41,"Indonesia","IDN",1993,5223.279949,NA,NA,190851175,3.088999987,63.529,105.3513,66.192,4324000,26.75481342,23.76857247,95.81598043,19.15257826,2.842,39.68049808,1.268300646,0,4.760229379,NA,NA,0,0,0,0,1.12563821212945
42,"South Africa","ZAF",1993,9375.05092,NA,NA,39633750,30.09700012,62.894,32.67173,46.479,4488000,21.82512919,17.29819269,96.29446505,12.98156329,3.438,32.68973123,0.008406455,0,-1.221455683,NA,NA,0,0,0,0,1.26169996953595
43,"Costa Rica","CRI",1993,10555.2794,NA,NA,3372298,3.953999996,76.211,66.04579,47.257,785000,36.20940721,43.52206952,107.3126623,10.37726012,3.029,27.48292615,2.586686577,0,4.363631918,NA,NA,0,0,0,0,0.831978065596362
44,"Russian Federation","RUS",1993,16070.12626,NA,NA,148520000,5.882999897,64.93585366,9.063735,26.619,10290000,38.20459448,30.49384876,92.28925427,887.8407362,1.385,40.52550522,0.278287135,0,-8.619681361,NA,NA,0,0,0,0,1.25286233235716
1,"Australia","AUS",1994,32374.19619,NA,31465.52407,17855000,9.718999863,77.87804878,2.324174,14.972,3726000,18.00531178,18.52081665,100.3669,1.021178,1.842,26.85971,1.383712746,0,2.887834046,NA,3.016613158,0,0,0,0,0.972166191170625
2,"Austria","AUT",1994,39652.20546,NA,38871.37224,7936118,3.535000086,76.4195122,96.10218,38.13,17173000,32.15853389,33.82855945,101.2216,2.524943,1.47,28.4134,1.019883828,0,2.008761637,NA,-0.298754101,0,0,0,0,0.950632672890835
3,"Belgium","BEL",1994,37010.93072,NA,35964.60572,10115603,9.647000313,76.69170732,338.5485,3.3,5560000,58.42495903,54.80734063,96.43,2.094305,1.56,26.04581,3.47657482,0,2.909318711,NA,-1.347999491,0,0,0,0,1.0660060925857
4,"Canada","CAN",1994,32382.31526,NA,31330.78312,29000663,10.39500046,77.82682927,3.189161,22.586,16932000,32.88393896,31.70864856,99.08918,1.469377,1.6695,28.01151,1.650299407,0,3.356226813,NA,1.538860993,0,0,0,0,1.0370652945923
5,"Chile","CHL",1994,11998.50435,NA,11605.23752,14166340,5.869999886,74.671,19.05276,15.777,1540000,27.46324068,25.75178803,100.3164,14.46398,2.432,36.58584,4.52933051,0,3.388701238,NA,4.868083773,0,0,0,0,1.06645956575933
6,"Colombia","COL",1994,9190.522075,NA,8850.754529,35758979,8.25,70.752,32.22981,28.672,1399000,14.99836183,20.91917562,105.9208,22.09638,2.918,29.11468,1.770422621,0,3.838854013,NA,3.377165555,0,0,0,0,0.716967155037441
7,"Czech Republic","CZE",1994,21425.61025,NA,20827.41694,10333587,4.296000004,72.97268293,133.7335,25.228,3381000,37.27180435,38.42778125,100.5555,12.34197,1.44,34.78699,1.846783197,0,2.872143517,NA,-0.042053102,0,0,0,0,0.969918198178564
8,"Denmark","DNK",1994,42069.8958,NA,40075.21332,5206180,8.036000252,75.37512195,122.7004,15.048,2125000,36.85186132,30.92859443,94.07673,1.565502,1.81,21.62335,3.205751697,0,4.977347129,NA,-0.321959909,0,0,0,0,1.1915142604817
9,"Estonia","EST",1994,11991.11665,NA,11933.39568,1462514,7.56099987,66.5,34.50139,29.513,530000,69.20264786,79.16626025,108.5446,39.66902,1.42,27.41277,5.306331261,0,0.483692794,NA,0.483692794,0,0,0,0,0.874143197385656
10,"Finland","FIN",1994,30367.84791,NA,29344.4729,5088333,16.4260006,76.39560976,16.70552,19.312,1779000,34.03563676,28.39259937,94.71399,1.873391,1.85,28.2218,0.268964374,0,3.516617538,NA,-1.14085831,0,0,0,0,1.19875029110447
11,"France","FRA",1994,34719.80126,NA,34046.35067,59327192,12.59300041,77.64878049,108.3471,25.257,60033000,21.66032273,20.16591701,98.50551,0.924929,1.73,22.24437,1.133236784,0,1.978040453,NA,-1.058303189,0,0,0,0,1.0741055177039
12,"Germany","DEU",1994,38821.81538,NA,38044.38227,81438348,8.727999687,76.27073171,233.2742,26.29,14847000,21.11071028,20.9471728,99.83646,2.045472,1.24,30.19699,0.340906851,0,2.043489907,NA,-1.628158057,0,0,0,0,1.00780713853661
13,"Greece","GRC",1994,24721.07038,NA,24358.00002,10512922,8.862999916,77.63902439,81.55874,28.002,10130000,14.44560915,21.71751275,107.2616,11.18189,1.33,19.61468,0.841324904,0,1.490558977,NA,-2.177150448,0,0,0,0,0.665159464451103
14,"Hungary","HUN",1994,16462.23714,NA,15969.08492,10343355,10.84700012,69.4697561,115.1052,34.665,NA,25.40072263,31.05945742,106.3728,19.49106,1.64,25.80554,2.650386603,0,3.088168308,NA,-0.462665221,0,0,0,0,0.817809605831807
15,"Iceland","ISL",1994,33854.22607,NA,32959.50071,266021,5.326000214,79.24707317,2.653576,8.54,190000,35.18359094,30.21897756,95.00205,2.603377,2.14,21.99842,0.037414819,0,2.714620503,NA,0.288501949,0,0,0,0,1.16428793363848
16,"Ireland","IRL",1994,29642.00221,NA,28139.42152,3590386,14.56999969,75.47680488,52.11767,42.269,4818000,67.87876231,58.4588623,90.69086,1.694532,1.85,28.86983,1.499105179,0,5.33977108,NA,2.180590667,0,0,0,0,1.16113724488271
17,"Israel","ISR",1994,27444.07327,NA,26216.62191,5399000,9.934000015,77.40243902,249.4917,9.233,2215000,27.74384545,35.39238047,107.6185,12.53793,2.9,24.681,0.511450559,0,4.681958504,NA,1.385695306,0,0,0,0,0.783893173659703
18,"Italy","ITA",1994,38027.58366,NA,37234.41049,56843400,11.09300041,77.92195122,193.2726,33.138,31052000,21.87108841,18.5839403,96.73303,3.542474,1.21,26.37498,0.200920878,0,2.130215482,NA,-0.913401708,0,0,0,0,1.17688111654125
19,"Japan","JPN",1994,33222.3081,NA,33007.8945,124961000,2.900000095,79.68707317,342.7345,22.119,3345000,9.003650174,7.100822132,98.09715,0.265515,1.5,34.70301,0.018104287,1,0.649582771,NA,-0.763158161,0,0,0,0,1.26797292012496
20,"Korea, Rep.","KOR",1994,16390.98356,NA,15160.99265,44641540,2.476000071,73.39756098,462.7985,22.548,3753000,24.0708426,24.59514719,100.3107,8.101918,1.656,36.24274,0.245159047,0,8.174764151,NA,5.797285517,0,0,0,0,0.97868260002879
21,"Latvia","LVA",1994,9529.183485,NA,9529.183485,2520742,18.70000076,65.66439024,40.529,31.099,539000,34.67399,39.43132,104.7573,14.2969,1.39,26.84751,4.229067021,0,3.707638735,NA,3.707638735,0,0,0,0,0.879351490135253
22,"Lithuania","LTU",1994,10671.47194,NA,10671.47194,3657144,13.80000019,68.5302439,58.34627,32.655,650000,37.14462,47.77228,110.6277,18.98183,1.57,28.15442,0.921858814,0,5.952506849,NA,5.952506849,0,0,0,0,0.777535005656
23,"Luxembourg","LUX",1994,77065.57013,NA,75247.12554,402925,3.480000019,76.37073171,179.5473,17.518,768000,100.18098,80.76962375,80.53668,3.542372,1.72,19.15703,NA,0,2.416629972,NA,2.811218679,0,0,0,0,1.24032990806151
24,"Mexico","MEX",1994,16091.17696,NA,15598.41376,90156400,4.248000145,72.279,46.37794,27.015,20241000,13.38285838,17.32711347,103.023,8.810504,3.097,32.14311,2.078860325,0,3.159059689,NA,0.157925459,0,0,0,0,0.77236513763074
25,"Netherlands","NLD",1994,38675.39359,NA,37790.28165,15382838,7.15899992,77.37512195,455.6528,28.038,6574000,54.7356509,48.21508392,93.41457,2.062734,1.57,24.12227,1.879701017,0,2.342168133,NA,0.554249669,0,0,0,0,1.13523915027959
26,"New Zealand","NZL",1994,28070.77101,NA,27061.28442,3620000,8.354000092,76.88292683,13.74805,14.596,1475000,30.7781457,28.03642384,96.96909,1.907806,2,26.53753,4.730440856,0,3.731148014,NA,5.185065006,0,0,0,0,1.09779142574127
27,"Norway","NOR",1994,46717.75693,NA,44723.55426,4336613,5.348999977,77.6897561,11.87319,26.547,2880000,37.33726538,31.39116159,94.0539,-0.15592,1.87,27.90047,2.152412861,1,4.458953888,NA,2.234977116,0,0,0,0,1.18941968021643
